STATE_NAME,STATE,COUNTY,COUNTY_CODE,YEAR,POPULATION,MME_Conversion_Factor,MME_per_capita
FLORIDA,FL,HARDEE COUNTY,12049,2012,27433,14534.11523,0.5298040764375934
FLORIDA,FL,HARDEE COUNTY,12049,2013,27307,13906.67785,0.5092715365721976
FLORIDA,FL,HARDEE COUNTY,12049,2014,27259,14320.73014,0.5253578686591401
FLORIDA,FL,HARDEE COUNTY,12049,2015,27167,11205.48415,0.41246674833297753
FLORIDA,FL,HENDRY COUNTY,12051,2007,39006,32186.271064260894,0.825162054
FLORIDA,FL,HENDRY COUNTY,12051,2008,39177,33275.26271,0.8493570898597136
FLORIDA,FL,HENDRY COUNTY,12051,2009,39010,35467.38694,0.9091870529951037
FLORIDA,FL,HENDRY COUNTY,12051,2010,39005,41213.36760868825,1.0566175518186962
FLORIDA,FL,HENDRY COUNTY,12051,2011,38968,39165.53667,1.005069202088778
FLORIDA,FL,HENDRY COUNTY,12051,2012,37864,31969.43941,0.8443228239810241
FLORIDA,FL,HENDRY COUNTY,12051,2013,37802,30678.69802,0.8115628278849797
FLORIDA,FL,HENDRY COUNTY,12051,2014,38467,33102.57031,0.8605446306383784
FLORIDA,FL,HENDRY COUNTY,12051,2015,39242,34571.902705926994,0.8809923731187757
FLORIDA,FL,HERNANDO COUNTY,12053,2007,169891,252877.4514694655,1.4884687915749835
FLORIDA,FL,HERNANDO COUNTY,12053,2008,172437,342499.46536178526,1.9862295526005744
FLORIDA,FL,HERNANDO COUNTY,12053,2009,171950,417257.8707217815,2.4266232667739547
FLORIDA,FL,HERNANDO COUNTY,12053,2010,172978,506873.09517503297,2.930274920365786
FLORIDA,FL,HERNANDO COUNTY,12053,2011,172877,423388.2232491082,2.4490720179613725
FLORIDA,FL,HERNANDO COUNTY,12053,2012,172777,355400.1405,2.0569875650291647
FLORIDA,FL,HERNANDO COUNTY,12053,2013,173721,293914.3482391945,1.691875756179129
FLORIDA,FL,HERNANDO COUNTY,12053,2014,175411,314889.3751,1.795151816
FLORIDA,FL,HERNANDO COUNTY,12053,2015,178036,329337.14646019536,1.849834564134194
FLORIDA,FL,HIGHLANDS COUNTY,12055,2007,99023,53720.48394839245,0.5425051144521218
FLORIDA,FL,HIGHLANDS COUNTY,12055,2008,99568,58887.74205608575,0.591432409
FLORIDA,FL,HIGHLANDS COUNTY,12055,2009,98956,66809.37746,0.6751422597505002
FLORIDA,FL,HIGHLANDS COUNTY,12055,2010,98637,78598.58062907324,0.7968468285640605
FLORIDA,FL,HIGHLANDS COUNTY,12055,2011,98493,89470.3683,0.9083931680482217
FLORIDA,FL,HIGHLANDS COUNTY,12055,2012,98244,78343.86299,0.7974417062242579
FLORIDA,FL,HIGHLANDS COUNTY,12055,2013,98118,81137.21939849424,0.8269351128079888
FLORIDA,FL,HIGHLANDS COUNTY,12055,2014,98636,84553.2512,0.8572250618612829
FLORIDA,FL,HIGHLANDS COUNTY,12055,2015,100204,92500.35485,0.923120383
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2007,1184686,505945194.8074614,427.07113514252836
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2008,1196773,1133141330.9087648,946.8306277871951
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2009,1214050,36449801.62,30.023311742471396
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2010,1233511,61145402.29194166,49.57021241962306
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2011,1255639,6379929123.496094,5081.021793283016
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2012,1279861,451972497.5098098,353.14186267868917
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2013,1304474,140507537220.4156,107712.02585901719
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2014,1332742,48506359592.120255,36395.91128
FLORIDA,FL,HILLSBOROUGH COUNTY,12057,2015,1364645,270440462.1651747,198.17642109499153
FLORIDA,FL,HOLMES COUNTY,12059,2007,19991,11020.37054,0.5512665969763894
FLORIDA,FL,HOLMES COUNTY,12059,2008,20141,9917.244469,0.49239086784198893
FLORIDA,FL,HOLMES COUNTY,12059,2009,20147,10237.64671,0.508147451
FLORIDA,FL,HOLMES COUNTY,12059,2010,19844,9950.290754,0.5014256578138733
FLORIDA,FL,HOLMES COUNTY,12059,2011,19841,10936.51834,0.5512080206747896
FLORIDA,FL,HOLMES COUNTY,12059,2012,19704,10399.21362,0.5277717019581811
FLORIDA,FL,HOLMES COUNTY,12059,2013,19604,10240.79985,0.5223831792315343
FLORIDA,FL,HOLMES COUNTY,12059,2014,19578,9844.580574,0.5028389301453673
FLORIDA,FL,HOLMES COUNTY,12059,2015,19292,8080.400464,0.41884721458454277
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2007,134564,286136.6582,2.1263982801760943
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2008,136277,311662.9862671155,2.286981561577636
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2009,137016,429583.5569601868,3.1352802370539705
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2010,138277,492966.1065760145,3.565062205399412
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2011,139122,495178.4787,3.559311098909806
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2012,140515,441502.44728171977,3.1420307247035533
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2013,141961,400290.7616256088,2.8197234566226554
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2014,144532,462928.6874,3.2029494324082486
FLORIDA,FL,INDIAN RIVER COUNTY,12061,2015,147547,472758.4652164143,3.2041211628593893
FLORIDA,FL,JACKSON COUNTY,12063,2007,48368,26253.37932720525,0.5427840582038796
FLORIDA,FL,JACKSON COUNTY,12063,2008,50272,26689.69402121225,0.5309057531272329
FLORIDA,FL,JACKSON COUNTY,12063,2009,50064,27478.39691897625,0.5488653906794553
FLORIDA,FL,JACKSON COUNTY,12063,2010,49651,29728.971962661748,0.5987587755062688
FLORIDA,FL,JACKSON COUNTY,12063,2011,49204,35342.79824,0.7182911601522944
FLORIDA,FL,JACKSON COUNTY,12063,2012,49111,33946.70870233675,0.6912241392424661
FLORIDA,FL,JACKSON COUNTY,12063,2013,48885,35761.67229659075,0.7315469427552571
FLORIDA,FL,JACKSON COUNTY,12063,2014,48737,39536.55806,0.8112226452604386
FLORIDA,FL,JACKSON COUNTY,12063,2015,48617,40045.50576,0.8236934766738897
FLORIDA,FL,JEFFERSON COUNTY,12065,2007,14383,5209.264288,0.3621820404877981
FLORIDA,FL,JEFFERSON COUNTY,12065,2008,14606,6114.14162,0.41860479394235245
FLORIDA,FL,JEFFERSON COUNTY,12065,2009,14704,6515.438148,0.4431065116673354
FLORIDA,FL,JEFFERSON COUNTY,12065,2010,14754,6314.783298,0.4280048324794632
FLORIDA,FL,JEFFERSON COUNTY,12065,2011,14527,6893.215976,0.4745106337285744
FLORIDA,FL,JEFFERSON COUNTY,12065,2012,14218,6345.182431,0.44627812847341397
FLORIDA,FL,JEFFERSON COUNTY,12065,2013,14212,6485.618502683999,0.4563480511317196
FLORIDA,FL,JEFFERSON COUNTY,12065,2014,14061,5597.09887,0.3980583791723206
FLORIDA,FL,JEFFERSON COUNTY,12065,2015,14121,5549.525880024999,0.39299807945789955
FLORIDA,FL,LAFAYETTE COUNTY,12067,2007,8398,2546.42086,0.30321753516158606
FLORIDA,FL,LAFAYETTE COUNTY,12067,2008,8465,2404.706617,0.2840763871718547
FLORIDA,FL,LAFAYETTE COUNTY,12067,2009,8435,2448.65661,0.2902971677973622
FLORIDA,FL,LAFAYETTE COUNTY,12067,2010,8809,2885.613504,0.3275756049952889
FLORIDA,FL,LAFAYETTE COUNTY,12067,2011,8801,3097.913959,0.351995678
FLORIDA,FL,LAFAYETTE COUNTY,12067,2012,8791,3431.532297,0.39034606954419293
FLORIDA,FL,LAFAYETTE COUNTY,12067,2013,8819,4244.367898,0.48127541645617417
FLORIDA,FL,LAFAYETTE COUNTY,12067,2014,8860,4470.661731,0.5045893601944695
FLORIDA,FL,LAFAYETTE COUNTY,12067,2015,8722,4996.321263,0.5728412363517542
FLORIDA,FL,LAKE COUNTY,12069,2007,289909,187191.5128,0.6456905883681017
FLORIDA,FL,LAKE COUNTY,12069,2008,293654,238697.6449322033,0.8128533748295725
FLORIDA,FL,LAKE COUNTY,12069,2009,295511,283822.5332595502,0.9604465933909405
FLORIDA,FL,LAKE COUNTY,12069,2010,297724,325045.8202,1.0917689546163158
FLORIDA,FL,LAKE COUNTY,12069,2011,300547,345344.69985011924,1.1490538912387056
FLORIDA,FL,LAKE COUNTY,12069,2012,303806,347780.5356,1.1447454479641712
FLORIDA,FL,LAKE COUNTY,12069,2013,308088,343027.1008759008,1.1134062374253486
FLORIDA,FL,LAKE COUNTY,12069,2014,315493,361694.6467,1.1464426997178478
FLORIDA,FL,LAKE COUNTY,12069,2015,325338,363417.4685953787,1.1170458679753938
FLORIDA,FL,LEE COUNTY,12071,2007,604716,808689.7800604142,1.3373050821549524
FLORIDA,FL,LEE COUNTY,12071,2008,610984,786758.6047597824,1.287691011155419
FLORIDA,FL,LEE COUNTY,12071,2009,612297,959372.5703417682,1.5668418599826035
FLORIDA,FL,LEE COUNTY,12071,2010,620481,1249241.4400707537,2.0133435835597764
FLORIDA,FL,LEE COUNTY,12071,2011,631198,1191224.8445873512,1.887244326799754
FLORIDA,FL,LEE COUNTY,12071,2012,644451,942411.9932847016,1.4623485622408865
FLORIDA,FL,LEE COUNTY,12071,2013,660197,867505.6641426868,1.3140103092602462
FLORIDA,FL,LEE COUNTY,12071,2014,677710,856368.5101,1.263620885
FLORIDA,FL,LEE COUNTY,12071,2015,700243,922969.3512958444,1.3180700860927483
FLORIDA,FL,LEON COUNTY,12073,2007,268519,175810.2240819681,0.6547403501501499
FLORIDA,FL,LEON COUNTY,12073,2008,271130,864984.4310720586,3.1902940695314372
FLORIDA,FL,LEON COUNTY,12073,2009,273263,162400.3941945614,0.5943007073572397
FLORIDA,FL,LEON COUNTY,12073,2010,275981,4249930.656926205,15.399359582457507
FLORIDA,FL,LEON COUNTY,12073,2011,278420,178128.8771,0.6397847750754184
FLORIDA,FL,LEON COUNTY,12073,2012,283707,226272.9134020505,0.7975584437537688
FLORIDA,FL,LEON COUNTY,12073,2013,282006,282633.4867,1.002225082851177
FLORIDA,FL,LEON COUNTY,12073,2014,283923,264004.87498581747,0.9298467365652571
FLORIDA,FL,LEON COUNTY,12073,2015,286098,253927.7986552495,0.8875553085140389
FLORIDA,FL,LEVY COUNTY,12075,2007,40204,46437.91041704675,1.155056969879782
FLORIDA,FL,LEVY COUNTY,12075,2008,40809,54799.46476,1.342827924317969
FLORIDA,FL,LEVY COUNTY,12075,2009,40880,63700.987363431246,1.558243330808005
FLORIDA,FL,LEVY COUNTY,12075,2010,40727,66984.72852,1.6447253301028186
FLORIDA,FL,LEVY COUNTY,12075,2011,40165,67539.47341,1.6815504396702228
FLORIDA,FL,LEVY COUNTY,12075,2012,39835,59789.35772,1.5009252597054725
FLORIDA,FL,LEVY COUNTY,12075,2013,39449,53808.81712,1.364009661152526
FLORIDA,FL,LEVY COUNTY,12075,2014,39317,55245.76139,1.4051367447135081
FLORIDA,FL,LEVY COUNTY,12075,2015,39630,56469.99903,1.4249305836087307
FLORIDA,FL,LIBERTY COUNTY,12077,2007,8113,1184.001229,0.14593876852628498
FLORIDA,FL,LIBERTY COUNTY,12077,2008,8323,1355.214419,0.16282763657689533
FLORIDA,FL,LIBERTY COUNTY,12077,2009,8347,1129.626495,0.13533323285587637
FLORIDA,FL,LIBERTY COUNTY,12077,2010,8352,1579.833953,0.1891563641290709
FLORIDA,FL,LIBERTY COUNTY,12077,2011,8266,1661.924412,0.20105545748487783
FLORIDA,FL,LIBERTY COUNTY,12077,2012,8304,1941.28101,0.2337766149305154
FLORIDA,FL,LIBERTY COUNTY,12077,2013,8360,1691.363467,0.20231620423989233
FLORIDA,FL,LIBERTY COUNTY,12077,2014,8419,1499.8172046334998,0.17814671631232923
FLORIDA,FL,LIBERTY COUNTY,12077,2015,8412,1503.1409371349998,0.1786900781187589
FLORIDA,FL,MADISON COUNTY,12079,2007,19322,7034.160722,0.36404930763841736
FLORIDA,FL,MADISON COUNTY,12079,2008,19347,7362.372808,0.38054338183882513
FLORIDA,FL,MADISON COUNTY,12079,2009,19329,7748.341823,0.4008661505016038
FLORIDA,FL,MADISON COUNTY,12079,2010,19251,9149.232695,0.47526012647236504
FLORIDA,FL,MADISON COUNTY,12079,2011,19134,9872.335417,0.5159577410309919
FLORIDA,FL,MADISON COUNTY,12079,2012,18973,10215.35742,0.5384155073182944
FLORIDA,FL,MADISON COUNTY,12079,2013,18757,10194.7137,0.5435151515403849
FLORIDA,FL,MADISON COUNTY,12079,2014,18607,9086.163154,0.48831961917944866
FLORIDA,FL,MADISON COUNTY,12079,2015,18485,9010.196694,0.4874328749907493
FLORIDA,FL,MANATEE COUNTY,12081,2007,316410,484449.1465424139,1.5310803910825004
FLORIDA,FL,MANATEE COUNTY,12081,2008,318766,497325.9958800863,1.5601601045283573
FLORIDA,FL,MANATEE COUNTY,12081,2009,320711,562841.5220003403,1.7549804091544732
FLORIDA,FL,MANATEE COUNTY,12081,2010,323442,715413.7134,2.2118763593809123
FLORIDA,FL,MANATEE COUNTY,12081,2011,327619,704947.0792582972,2.1517283163012437
FLORIDA,FL,MANATEE COUNTY,12081,2012,333965,626157.4162,1.8749192766184242
FLORIDA,FL,MANATEE COUNTY,12081,2013,342024,562559.2433,1.644794643967087
FLORIDA,FL,MANATEE COUNTY,12081,2014,351080,603641.0777516065,1.719383268063138
FLORIDA,FL,MANATEE COUNTY,12081,2015,362821,590336.4729,1.6270736062146431
FLORIDA,FL,MARION COUNTY,12083,2007,325634,308746.7017482815,0.9481402487095374
FLORIDA,FL,MARION COUNTY,12083,2008,330052,2593152.844,7.856800881
FLORIDA,FL,MARION COUNTY,12083,2009,330880,358139.64955401525,1.0823853045031893
FLORIDA,FL,MARION COUNTY,12083,2010,331341,494340.487,1.4919387791357936
FLORIDA,FL,MARION COUNTY,12083,2011,332325,429168.3988406915,1.2914117169658963
FLORIDA,FL,MARION COUNTY,12083,2012,333945,429487.31611390726,1.2861019512611576
FLORIDA,FL,MARION COUNTY,12083,2013,335196,431971.7850400625,1.2887140211698902
FLORIDA,FL,MARION COUNTY,12083,2014,338165,444843.2938661227,1.3154622561948242
FLORIDA,FL,MARION COUNTY,12083,2015,342388,467784.0528,1.3662396252750915
FLORIDA,FL,MARTIN COUNTY,12085,2007,143542,187290.252,1.3047766649183932
FLORIDA,FL,MARTIN COUNTY,12085,2008,144369,193408.9799323825,1.3396849734526284
FLORIDA,FL,MARTIN COUNTY,12085,2009,145506,223706.41149242772,1.5374377104203794
FLORIDA,FL,MARTIN COUNTY,12085,2010,146912,250836.9513,1.7073959329018324
FLORIDA,FL,MARTIN COUNTY,12085,2011,147904,243418.3151067105,1.6457858821040032
FLORIDA,FL,MARTIN COUNTY,12085,2012,149032,197761.83963205895,1.3269756806059032
FLORIDA,FL,MARTIN COUNTY,12085,2013,151197,181287.3265,1.1990140445371336
FLORIDA,FL,MARTIN COUNTY,12085,2014,153218,168293.2661,1.0983909598559112
FLORIDA,FL,MARTIN COUNTY,12085,2015,155674,176562.402,1.1341804151970978
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2007,2415576,755030.2347554361,0.312567369
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2008,2436062,929624.7262971152,0.3816096332101216
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2009,2463943,1373164.9904376946,0.5573038785546965
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2010,2506986,2964195.717893444,1.182374261
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2011,2544511,2972238.4416522426,1.1680980910093306
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2012,2576473,1017833.6106626184,0.39504920511979685
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2013,2609570,2581325.409117789,0.9891765344933414
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2014,2634056,1586534.1,0.6023160100433059
FLORIDA,FL,MIAMI-DADE COUNTY,12086,2015,2659549,929426.083,0.3494675536950705
FLORIDA,FL,MONROE COUNTY,12087,2007,72906,91362.82335432417,1.2531591824311328
FLORIDA,FL,MONROE COUNTY,12087,2008,72730,96335.55003,1.3245641417410243
FLORIDA,FL,MONROE COUNTY,12087,2009,72627,120337.2109136945,1.6569211300713853
FLORIDA,FL,MONROE COUNTY,12087,2010,73226,122008.5023,1.6661910019584165
FLORIDA,FL,MONROE COUNTY,12087,2011,73988,119752.7757,1.6185432194358949
FLORIDA,FL,MONROE COUNTY,12087,2012,74596,95060.07076,1.2743320118831372
FLORIDA,FL,MONROE COUNTY,12087,2013,75878,77514.25138,1.0215642396903517
FLORIDA,FL,MONROE COUNTY,12087,2014,76353,82359.90646,1.078672828257678
FLORIDA,FL,MONROE COUNTY,12087,2015,76758,85130.79057,1.1090803639271998
FLORIDA,FL,NASSAU COUNTY,12089,2007,69969,75630.37915,1.080912677710872
FLORIDA,FL,NASSAU COUNTY,12089,2008,71557,84968.33977,1.1874217724466578
FLORIDA,FL,NASSAU COUNTY,12089,2009,72671,95723.62368038324,1.3172190238249541
FLORIDA,FL,NASSAU COUNTY,12089,2010,73526,108820.79268698324,1.4800314540024377
FLORIDA,FL,NASSAU COUNTY,12089,2011,74166,125282.3254,1.689215077482755
FLORIDA,FL,NASSAU COUNTY,12089,2012,74546,122928.1646927195,1.6490242896026548
FLORIDA,FL,NASSAU COUNTY,12089,2013,75428,113259.8975,1.5015630471506736
FLORIDA,FL,NASSAU COUNTY,12089,2014,76309,122076.8596597325,1.5997701406090041
FLORIDA,FL,NASSAU COUNTY,12089,2015,78022,125552.3199,1.6091912530339647
FLORIDA,FL,OKALOOSA COUNTY,12091,2007,182677,148883.24123368764,0.8150081358555683
FLORIDA,FL,OKALOOSA COUNTY,12091,2008,181752,164093.06987298574,0.9028405182500646
FLORIDA,FL,OKALOOSA COUNTY,12091,2009,181153,178351.85469143098,0.9845371298925825
FLORIDA,FL,OKALOOSA COUNTY,12091,2010,180725,193464.5560124015,1.0704913875357671
FLORIDA,FL,OKALOOSA COUNTY,12091,2011,183205,222129.30029041576,1.2124630893830177
FLORIDA,FL,OKALOOSA COUNTY,12091,2012,189957,228799.3084943145,1.2044794795364977
FLORIDA,FL,OKALOOSA COUNTY,12091,2013,192969,234254.3365736855,1.213948025712345
FLORIDA,FL,OKALOOSA COUNTY,12091,2014,195074,247194.1871385515,1.2671816189679377
FLORIDA,FL,OKALOOSA COUNTY,12091,2015,198310,249095.7605,1.2560927866510312
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2007,39840,57312.36444,1.4385633644928588
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2008,39968,57752.80649,1.4449761431983337
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2009,39899,64977.33453,1.6285454405993132
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2010,40014,87760.95563,2.1932562509650873
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2011,39854,83254.18776,2.0889794691845487
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2012,39693,66311.09942,1.6705993354334896
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2013,39464,60083.26558,1.522482910539251
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2014,39550,62878.04335,1.589836747076397
FLORIDA,FL,OKEECHOBEE COUNTY,12093,2015,39833,62292.97699,1.5638535130973188
FLORIDA,FL,ORANGE COUNTY,12095,2007,1100663,4559762.194293446,4.142741415213781
FLORIDA,FL,ORANGE COUNTY,12095,2008,1115525,5972097.485906474,5.353620479959189
FLORIDA,FL,ORANGE COUNTY,12095,2009,1131351,5173520.437671622,4.5728694610882235
FLORIDA,FL,ORANGE COUNTY,12095,2010,1148590,6244847.134813013,5.436968051970688
FLORIDA,FL,ORANGE COUNTY,12095,2011,1170699,5596588.79,4.780553148025154
FLORIDA,FL,ORANGE COUNTY,12095,2012,1202716,6598768.898411267,5.486556176529843
FLORIDA,FL,ORANGE COUNTY,12095,2013,1227761,8406889.994076187,6.8473342890645545
FLORIDA,FL,ORANGE COUNTY,12095,2014,1257031,8389032.817,6.673688092714722
FLORIDA,FL,ORANGE COUNTY,12095,2015,1291844,7724857.662738664,5.979714007835826
FLORIDA,FL,OSCEOLA COUNTY,12097,2007,253722,146396.64429351964,0.5769962569013315
FLORIDA,FL,OSCEOLA COUNTY,12097,2008,261746,171147.66804969584,0.6538692780393811
FLORIDA,FL,OSCEOLA COUNTY,12097,2009,265267,314176.1745701932,1.1843771542264707
FLORIDA,FL,OSCEOLA COUNTY,12097,2010,269841,385856.5306784835,1.4299403377488353
FLORIDA,FL,OSCEOLA COUNTY,12097,2011,278669,298537.6418,1.071298356996196
FLORIDA,FL,OSCEOLA COUNTY,12097,2012,288932,260333.6014848455,0.9010203144160063
FLORIDA,FL,OSCEOLA COUNTY,12097,2013,299322,231006.7732,0.7717667701045697
FLORIDA,FL,OSCEOLA COUNTY,12097,2014,311150,233719.6712,0.7511479068359184
FLORIDA,FL,OSCEOLA COUNTY,12097,2015,323860,271319.9193875435,0.837769158
FLORIDA,FL,PALM BEACH COUNTY,12099,2007,1286586,9587558.882506697,7.451937828102199
FLORIDA,FL,PALM BEACH COUNTY,12099,2008,1294938,9783642.043149997,7.555297661471048
FLORIDA,FL,PALM BEACH COUNTY,12099,2009,1307371,10414539.16803123,7.9660166609411025
FLORIDA,FL,PALM BEACH COUNTY,12099,2010,1323631,11363064.353114275,8.584767471534192
FLORIDA,FL,PALM BEACH COUNTY,12099,2011,1336875,12611973.532747809,9.433921296118044
FLORIDA,FL,PALM BEACH COUNTY,12099,2012,1355149,5678792.843764146,4.190530224915596
FLORIDA,FL,PALM BEACH COUNTY,12099,2013,1376782,2731082.5879122866,1.9836710444444268
FLORIDA,FL,PALM BEACH COUNTY,12099,2014,1399064,1477523.032,1.0560796592241957
FLORIDA,FL,PALM BEACH COUNTY,12099,2015,1424772,1500585.849,1.0532112150539454
FLORIDA,FL,PASCO COUNTY,12101,2007,453579,788393.7875,1.738162012624806
FLORIDA,FL,PASCO COUNTY,12101,2008,461313,901532.5692346162,1.9542752301249178
FLORIDA,FL,PASCO COUNTY,12101,2009,462607,1001673.127260396,2.165278794441926
FLORIDA,FL,PASCO COUNTY,12101,2010,465516,1221463.083,2.6238906572338436
FLORIDA,FL,PASCO COUNTY,12101,2011,466529,1202043.0003526094,2.5765665164493727
FLORIDA,FL,PASCO COUNTY,12101,2012,469755,893607.0683278528,1.902283250477063
FLORIDA,FL,PASCO COUNTY,12101,2013,474501,776059.3279635415,1.635527275945765
FLORIDA,FL,PASCO COUNTY,12101,2014,483590,727265.4112,1.5038884411215347
FLORIDA,FL,PASCO COUNTY,12101,2015,495130,722172.9256,1.4585521492053561
FLORIDA,FL,PINELLAS COUNTY,12103,2007,918624,7517386.871,8.183312074
FLORIDA,FL,PINELLAS COUNTY,12103,2008,916458,277583001.01780325,302.88676733445857
FLORIDA,FL,PINELLAS COUNTY,12103,2009,915330,9945382.679,10.865352035362973
FLORIDA,FL,PINELLAS COUNTY,12103,2010,916428,23776982.51040551,25.94528158284722
FLORIDA,FL,PINELLAS COUNTY,12103,2011,918574,22431703.996018264,24.42013816635161
FLORIDA,FL,PINELLAS COUNTY,12103,2012,921863,452072938.6062267,490.39058797915385
FLORIDA,FL,PINELLAS COUNTY,12103,2013,928755,450250025.5870659,484.78880392252626
FLORIDA,FL,PINELLAS COUNTY,12103,2014,936862,2679658235.048488,2860.2486119070772
FLORIDA,FL,PINELLAS COUNTY,12103,2015,947664,1326501873.256049,1399.7596967448894
FLORIDA,FL,POLK COUNTY,12105,2007,585982,10528402.56423836,17.967109167582553
FLORIDA,FL,POLK COUNTY,12105,2008,594801,10131470.317070046,17.033378082871494
FLORIDA,FL,POLK COUNTY,12105,2009,598683,15333535.289642988,25.612110732462735
FLORIDA,FL,POLK COUNTY,12105,2010,603119,14969662.160334451,24.82041215802263
FLORIDA,FL,POLK COUNTY,12105,2011,610026,16270117.03637583,26.67118620579423
FLORIDA,FL,POLK COUNTY,12105,2012,615581,7944726.187184164,12.906061407327654
FLORIDA,FL,POLK COUNTY,12105,2013,622808,5922480.516987681,9.509319914
FLORIDA,FL,POLK COUNTY,12105,2014,634624,6940264.445203745,10.936025812455478
FLORIDA,FL,POLK COUNTY,12105,2015,648823,9199600.418039167,14.178906139331016
FLORIDA,FL,PUTNAM COUNTY,12107,2007,75107,77183.39186,1.0276457834172315
FLORIDA,FL,PUTNAM COUNTY,12107,2008,74999,87400.72513666326,1.1653585399360427
FLORIDA,FL,PUTNAM COUNTY,12107,2009,74546,120890.00711368475,1.621683351402956
FLORIDA,FL,PUTNAM COUNTY,12107,2010,74223,147248.88123522475,1.9838713233798788
FLORIDA,FL,PUTNAM COUNTY,12107,2011,73657,155016.38101637425,2.104570930344356
FLORIDA,FL,PUTNAM COUNTY,12107,2012,72936,116044.641,1.5910475076830508
FLORIDA,FL,PUTNAM COUNTY,12107,2013,72380,112276.5038390725,1.5512089505260085
FLORIDA,FL,PUTNAM COUNTY,12107,2014,71987,116476.7352396285,1.6180245772101698
FLORIDA,FL,PUTNAM COUNTY,12107,2015,71961,122322.6195,1.699846020808688
FLORIDA,FL,ST. JOHNS COUNTY,12109,2007,175318,120249.98032799376,0.6858963730363896
FLORIDA,FL,ST. JOHNS COUNTY,12109,2008,181720,139714.7464423135,0.7688462824252339
FLORIDA,FL,ST. JOHNS COUNTY,12109,2009,186281,165653.5488653645,0.8892670152370048
FLORIDA,FL,ST. JOHNS COUNTY,12109,2010,191268,215249.3046,1.1253806415762646
FLORIDA,FL,ST. JOHNS COUNTY,12109,2011,196165,208605.83410421223,1.0634202538893902
FLORIDA,FL,ST. JOHNS COUNTY,12109,2012,202164,200839.66416767475,0.9934492004890819
FLORIDA,FL,ST. JOHNS COUNTY,12109,2013,209579,217206.0632,1.0363923065133005
FLORIDA,FL,ST. JOHNS COUNTY,12109,2014,218009,232815.32342590348,1.0679161109215833
FLORIDA,FL,ST. JOHNS COUNTY,12109,2015,226582,259853.94996439415,1.1468428646776627
FLORIDA,FL,ST. LUCIE COUNTY,12111,2007,266860,257636.22869069412,0.9654359165506038
FLORIDA,FL,ST. LUCIE COUNTY,12111,2008,273151,271937.6327,0.9955578880427199
FLORIDA,FL,ST. LUCIE COUNTY,12111,2009,274344,311969.4053426105,1.1371468132804454
FLORIDA,FL,ST. LUCIE COUNTY,12111,2010,278290,366777.6999,1.3179693841430522
FLORIDA,FL,ST. LUCIE COUNTY,12111,2011,280481,443919.9169,1.5827094061366258
FLORIDA,FL,ST. LUCIE COUNTY,12111,2012,283042,325771.7396423045,1.1509660744423247
FLORIDA,FL,ST. LUCIE COUNTY,12111,2013,285437,288000.0925,1.0089795384133207
FLORIDA,FL,ST. LUCIE COUNTY,12111,2014,290207,305061.1900544095,1.051184809651075
FLORIDA,FL,ST. LUCIE COUNTY,12111,2015,297471,329303.69025054947,1.1070110708289194
FLORIDA,FL,SANTA ROSA COUNTY,12113,2007,146158,152496.1767363382,1.0433652399207585
FLORIDA,FL,SANTA ROSA COUNTY,12113,2008,148538,144677.8917955374,0.9740126553174098
FLORIDA,FL,SANTA ROSA COUNTY,12113,2009,149544,153753.58327916576,1.0281494628949726
FLORIDA,FL,SANTA ROSA COUNTY,12113,2010,152924,201208.25574051277,1.3157402091268393
FLORIDA,FL,SANTA ROSA COUNTY,12113,2011,155796,189464.5724,1.216106783162411
FLORIDA,FL,SANTA ROSA COUNTY,12113,2012,158285,185684.7667647277,1.1731040007879945
