COUNTY CODE,STATE_NAME,COUNTY,STATE,YEAR,POPULATION
1001,ALABAMA,AUTAUGA COUNTY,AL,2000,44021
1001,ALABAMA,AUTAUGA COUNTY,AL,2001,44889
1001,ALABAMA,AUTAUGA COUNTY,AL,2002,45909
1001,ALABAMA,AUTAUGA COUNTY,AL,2003,46800
1001,ALABAMA,AUTAUGA COUNTY,AL,2004,48366
1001,ALABAMA,AUTAUGA COUNTY,AL,2005,49676
1001,ALABAMA,AUTAUGA COUNTY,AL,2006,51328
1001,ALABAMA,AUTAUGA COUNTY,AL,2007,52405
1001,ALABAMA,AUTAUGA COUNTY,AL,2008,53277
1001,ALABAMA,AUTAUGA COUNTY,AL,2009,54135
1001,ALABAMA,AUTAUGA COUNTY,AL,2010,54761
1001,ALABAMA,AUTAUGA COUNTY,AL,2011,55229
1001,ALABAMA,AUTAUGA COUNTY,AL,2012,55229
1001,ALABAMA,AUTAUGA COUNTY,AL,2013,54970
1001,ALABAMA,AUTAUGA COUNTY,AL,2014,54747
1001,ALABAMA,AUTAUGA COUNTY,AL,2015,54922
1001,ALABAMA,AUTAUGA COUNTY,AL,2016,54903
1001,ALABAMA,AUTAUGA COUNTY,AL,2017,55302
1001,ALABAMA,AUTAUGA COUNTY,AL,2018,55448
1001,ALABAMA,AUTAUGA COUNTY,AL,2019,55533
1001,ALABAMA,AUTAUGA COUNTY,AL,2020,55769
1003,ALABAMA,BALDWIN COUNTY,AL,2000,141342
1003,ALABAMA,BALDWIN COUNTY,AL,2001,144875
1003,ALABAMA,BALDWIN COUNTY,AL,2002,147957
1003,ALABAMA,BALDWIN COUNTY,AL,2003,151509
1003,ALABAMA,BALDWIN COUNTY,AL,2004,156266
1003,ALABAMA,BALDWIN COUNTY,AL,2005,162183
1003,ALABAMA,BALDWIN COUNTY,AL,2006,168121
1003,ALABAMA,BALDWIN COUNTY,AL,2007,172404
1003,ALABAMA,BALDWIN COUNTY,AL,2008,175827
1003,ALABAMA,BALDWIN COUNTY,AL,2009,179406
1003,ALABAMA,BALDWIN COUNTY,AL,2010,183121
1003,ALABAMA,BALDWIN COUNTY,AL,2011,186579
1003,ALABAMA,BALDWIN COUNTY,AL,2012,186579
1003,ALABAMA,BALDWIN COUNTY,AL,2013,190203
1003,ALABAMA,BALDWIN COUNTY,AL,2014,194978
1003,ALABAMA,BALDWIN COUNTY,AL,2015,199306
1003,ALABAMA,BALDWIN COUNTY,AL,2016,203101
1003,ALABAMA,BALDWIN COUNTY,AL,2017,207787
1003,ALABAMA,BALDWIN COUNTY,AL,2018,212737
1003,ALABAMA,BALDWIN COUNTY,AL,2019,218071
1003,ALABAMA,BALDWIN COUNTY,AL,2020,223565
1005,ALABAMA,BARBOUR COUNTY,AL,2000,29015
1005,ALABAMA,BARBOUR COUNTY,AL,2001,28863
1005,ALABAMA,BARBOUR COUNTY,AL,2002,28653
1005,ALABAMA,BARBOUR COUNTY,AL,2003,28594
1005,ALABAMA,BARBOUR COUNTY,AL,2004,28287
1005,ALABAMA,BARBOUR COUNTY,AL,2005,28027
1005,ALABAMA,BARBOUR COUNTY,AL,2006,27861
1005,ALABAMA,BARBOUR COUNTY,AL,2007,27757
1005,ALABAMA,BARBOUR COUNTY,AL,2008,27808
1005,ALABAMA,BARBOUR COUNTY,AL,2009,27657
1005,ALABAMA,BARBOUR COUNTY,AL,2010,27325
1005,ALABAMA,BARBOUR COUNTY,AL,2011,27344
1005,ALABAMA,BARBOUR COUNTY,AL,2012,27344
1005,ALABAMA,BARBOUR COUNTY,AL,2013,27172
1005,ALABAMA,BARBOUR COUNTY,AL,2014,26946
1005,ALABAMA,BARBOUR COUNTY,AL,2015,26768
1005,ALABAMA,BARBOUR COUNTY,AL,2016,26300
1005,ALABAMA,BARBOUR COUNTY,AL,2017,25828
1005,ALABAMA,BARBOUR COUNTY,AL,2018,25169
1005,ALABAMA,BARBOUR COUNTY,AL,2019,24887
1005,ALABAMA,BARBOUR COUNTY,AL,2020,24657
1007,ALABAMA,BIBB COUNTY,AL,2000,19913
1007,ALABAMA,BIBB COUNTY,AL,2001,21028
1007,ALABAMA,BIBB COUNTY,AL,2002,21199
1007,ALABAMA,BIBB COUNTY,AL,2003,21399
1007,ALABAMA,BIBB COUNTY,AL,2004,21721
1007,ALABAMA,BIBB COUNTY,AL,2005,22042
1007,ALABAMA,BIBB COUNTY,AL,2006,22099
1007,ALABAMA,BIBB COUNTY,AL,2007,22438
1007,ALABAMA,BIBB COUNTY,AL,2008,22705
1007,ALABAMA,BIBB COUNTY,AL,2009,22941
1007,ALABAMA,BIBB COUNTY,AL,2010,22858
1007,ALABAMA,BIBB COUNTY,AL,2011,22736
1007,ALABAMA,BIBB COUNTY,AL,2012,22736
1007,ALABAMA,BIBB COUNTY,AL,2013,22657
1007,ALABAMA,BIBB COUNTY,AL,2014,22510
1007,ALABAMA,BIBB COUNTY,AL,2015,22541
1007,ALABAMA,BIBB COUNTY,AL,2016,22553
1007,ALABAMA,BIBB COUNTY,AL,2017,22590
1007,ALABAMA,BIBB COUNTY,AL,2018,22532
1007,ALABAMA,BIBB COUNTY,AL,2019,22300
1007,ALABAMA,BIBB COUNTY,AL,2020,22313
1009,ALABAMA,BLOUNT COUNTY,AL,2000,51107
1009,ALABAMA,BLOUNT COUNTY,AL,2001,51845
1009,ALABAMA,BLOUNT COUNTY,AL,2002,52551
1009,ALABAMA,BLOUNT COUNTY,AL,2003,53457
1009,ALABAMA,BLOUNT COUNTY,AL,2004,54124
1009,ALABAMA,BLOUNT COUNTY,AL,2005,54624
1009,ALABAMA,BLOUNT COUNTY,AL,2006,55485
1009,ALABAMA,BLOUNT COUNTY,AL,2007,56240
1009,ALABAMA,BLOUNT COUNTY,AL,2008,57055
1009,ALABAMA,BLOUNT COUNTY,AL,2009,57341
1009,ALABAMA,BLOUNT COUNTY,AL,2010,57372
1009,ALABAMA,BLOUNT COUNTY,AL,2011,57561
1009,ALABAMA,BLOUNT COUNTY,AL,2012,57561
1009,ALABAMA,BLOUNT COUNTY,AL,2013,57585
1009,ALABAMA,BLOUNT COUNTY,AL,2014,57630
1009,ALABAMA,BLOUNT COUNTY,AL,2015,57536
1009,ALABAMA,BLOUNT COUNTY,AL,2016,57535
1009,ALABAMA,BLOUNT COUNTY,AL,2017,57487
1009,ALABAMA,BLOUNT COUNTY,AL,2018,57801
1009,ALABAMA,BLOUNT COUNTY,AL,2019,57770
1009,ALABAMA,BLOUNT COUNTY,AL,2020,57840
1011,ALABAMA,BULLOCK COUNTY,AL,2000,11581
1011,ALABAMA,BULLOCK COUNTY,AL,2001,11358
1011,ALABAMA,BULLOCK COUNTY,AL,2002,11256
1011,ALABAMA,BULLOCK COUNTY,AL,2003,11316
1011,ALABAMA,BULLOCK COUNTY,AL,2004,11056
1011,ALABAMA,BULLOCK COUNTY,AL,2005,11011
1011,ALABAMA,BULLOCK COUNTY,AL,2006,10776
1011,ALABAMA,BULLOCK COUNTY,AL,2007,11011
1011,ALABAMA,BULLOCK COUNTY,AL,2008,10953
1011,ALABAMA,BULLOCK COUNTY,AL,2009,10987
1011,ALABAMA,BULLOCK COUNTY,AL,2010,10876
1011,ALABAMA,BULLOCK COUNTY,AL,2011,10680
1011,ALABAMA,BULLOCK COUNTY,AL,2012,10680
1011,ALABAMA,BULLOCK COUNTY,AL,2013,10610
1011,ALABAMA,BULLOCK COUNTY,AL,2014,10557
1011,ALABAMA,BULLOCK COUNTY,AL,2015,10668
1011,ALABAMA,BULLOCK COUNTY,AL,2016,10404
1011,ALABAMA,BULLOCK COUNTY,AL,2017,10397
1011,ALABAMA,BULLOCK COUNTY,AL,2018,10181
1011,ALABAMA,BULLOCK COUNTY,AL,2019,10165
1011,ALABAMA,BULLOCK COUNTY,AL,2020,10144
1013,ALABAMA,BUTLER COUNTY,AL,2000,21325
1013,ALABAMA,BUTLER COUNTY,AL,2001,21139
1013,ALABAMA,BUTLER COUNTY,AL,2002,20803
1013,ALABAMA,BUTLER COUNTY,AL,2003,20833
1013,ALABAMA,BUTLER COUNTY,AL,2004,20870
1013,ALABAMA,BUTLER COUNTY,AL,2005,20830
1013,ALABAMA,BUTLER COUNTY,AL,2006,20815
1013,ALABAMA,BUTLER COUNTY,AL,2007,20894
1013,ALABAMA,BUTLER COUNTY,AL,2008,20949
1013,ALABAMA,BUTLER COUNTY,AL,2009,20867
1013,ALABAMA,BUTLER COUNTY,AL,2010,20933
1013,ALABAMA,BUTLER COUNTY,AL,2011,20867
1013,ALABAMA,BUTLER COUNTY,AL,2012,20867
1013,ALABAMA,BUTLER COUNTY,AL,2013,20672
1013,ALABAMA,BUTLER COUNTY,AL,2014,20359
1013,ALABAMA,BUTLER COUNTY,AL,2015,20332
1013,ALABAMA,BUTLER COUNTY,AL,2016,20168
1013,ALABAMA,BUTLER COUNTY,AL,2017,20040
1013,ALABAMA,BUTLER COUNTY,AL,2018,19911
1013,ALABAMA,BUTLER COUNTY,AL,2019,19675
1013,ALABAMA,BUTLER COUNTY,AL,2020,19501
1015,ALABAMA,CALHOUN COUNTY,AL,2000,111081
1015,ALABAMA,CALHOUN COUNTY,AL,2001,111266
1015,ALABAMA,CALHOUN COUNTY,AL,2002,111625
1015,ALABAMA,CALHOUN COUNTY,AL,2003,112705
1015,ALABAMA,CALHOUN COUNTY,AL,2004,113462
1015,ALABAMA,CALHOUN COUNTY,AL,2005,114477
1015,ALABAMA,CALHOUN COUNTY,AL,2006,115388
1015,ALABAMA,CALHOUN COUNTY,AL,2007,116211
1015,ALABAMA,CALHOUN COUNTY,AL,2008,117274
1015,ALABAMA,CALHOUN COUNTY,AL,2009,118363
1015,ALABAMA,CALHOUN COUNTY,AL,2010,118420
1015,ALABAMA,CALHOUN COUNTY,AL,2011,117767
1015,ALABAMA,CALHOUN COUNTY,AL,2012,117767
1015,ALABAMA,CALHOUN COUNTY,AL,2013,117227
1015,ALABAMA,CALHOUN COUNTY,AL,2014,116528
1015,ALABAMA,CALHOUN COUNTY,AL,2015,115991
1015,ALABAMA,CALHOUN COUNTY,AL,2016,115550
1015,ALABAMA,CALHOUN COUNTY,AL,2017,115036
1015,ALABAMA,CALHOUN COUNTY,AL,2018,114746
1015,ALABAMA,CALHOUN COUNTY,AL,2019,114298
1015,ALABAMA,CALHOUN COUNTY,AL,2020,114070
1017,ALABAMA,CHAMBERS COUNTY,AL,2000,36571
1017,ALABAMA,CHAMBERS COUNTY,AL,2001,36274
1017,ALABAMA,CHAMBERS COUNTY,AL,2002,35965
1017,ALABAMA,CHAMBERS COUNTY,AL,2003,35680
1017,ALABAMA,CHAMBERS COUNTY,AL,2004,35463
1017,ALABAMA,CHAMBERS COUNTY,AL,2005,35279
1017,ALABAMA,CHAMBERS COUNTY,AL,2006,34945
1017,ALABAMA,CHAMBERS COUNTY,AL,2007,34847
1017,ALABAMA,CHAMBERS COUNTY,AL,2008,34563
1017,ALABAMA,CHAMBERS COUNTY,AL,2009,34384
1017,ALABAMA,CHAMBERS COUNTY,AL,2010,34105
1017,ALABAMA,CHAMBERS COUNTY,AL,2011,34016
1017,ALABAMA,CHAMBERS COUNTY,AL,2012,34016
1017,ALABAMA,CHAMBERS COUNTY,AL,2013,34088
1017,ALABAMA,CHAMBERS COUNTY,AL,2014,34125
1017,ALABAMA,CHAMBERS COUNTY,AL,2015,33964
1017,ALABAMA,CHAMBERS COUNTY,AL,2016,33991
1017,ALABAMA,CHAMBERS COUNTY,AL,2017,33742
1017,ALABAMA,CHAMBERS COUNTY,AL,2018,33716
1017,ALABAMA,CHAMBERS COUNTY,AL,2019,33570
1017,ALABAMA,CHAMBERS COUNTY,AL,2020,33244
1019,ALABAMA,CHEROKEE COUNTY,AL,2000,24006
1019,ALABAMA,CHEROKEE COUNTY,AL,2001,24182
1019,ALABAMA,CHEROKEE COUNTY,AL,2002,24403
1019,ALABAMA,CHEROKEE COUNTY,AL,2003,24591
1019,ALABAMA,CHEROKEE COUNTY,AL,2004,24887
1019,ALABAMA,CHEROKEE COUNTY,AL,2005,25031
1019,ALABAMA,CHEROKEE COUNTY,AL,2006,25466
1019,ALABAMA,CHEROKEE COUNTY,AL,2007,25553
1019,ALABAMA,CHEROKEE COUNTY,AL,2008,25636
1019,ALABAMA,CHEROKEE COUNTY,AL,2009,25854
1019,ALABAMA,CHEROKEE COUNTY,AL,2010,25968
1019,ALABAMA,CHEROKEE COUNTY,AL,2011,25993
1019,ALABAMA,CHEROKEE COUNTY,AL,2012,25993
1019,ALABAMA,CHEROKEE COUNTY,AL,2013,25961
1019,ALABAMA,CHEROKEE COUNTY,AL,2014,26022
1019,ALABAMA,CHEROKEE COUNTY,AL,2015,25900
1019,ALABAMA,CHEROKEE COUNTY,AL,2016,25739
1019,ALABAMA,CHEROKEE COUNTY,AL,2017,25769
1019,ALABAMA,CHEROKEE COUNTY,AL,2018,25822
1019,ALABAMA,CHEROKEE COUNTY,AL,2019,26035
1019,ALABAMA,CHEROKEE COUNTY,AL,2020,26254
1021,ALABAMA,CHILTON COUNTY,AL,2000,39897
1021,ALABAMA,CHILTON COUNTY,AL,2001,40197
1021,ALABAMA,CHILTON COUNTY,AL,2002,40683
1021,ALABAMA,CHILTON COUNTY,AL,2003,41079
1021,ALABAMA,CHILTON COUNTY,AL,2004,41534
1021,ALABAMA,CHILTON COUNTY,AL,2005,41946
1021,ALABAMA,CHILTON COUNTY,AL,2006,42318
1021,ALABAMA,CHILTON COUNTY,AL,2007,42881
1021,ALABAMA,CHILTON COUNTY,AL,2008,43239
1021,ALABAMA,CHILTON COUNTY,AL,2009,43484
1021,ALABAMA,CHILTON COUNTY,AL,2010,43645
1021,ALABAMA,CHILTON COUNTY,AL,2011,43682
1021,ALABAMA,CHILTON COUNTY,AL,2012,43682
1021,ALABAMA,CHILTON COUNTY,AL,2013,43572
1021,ALABAMA,CHILTON COUNTY,AL,2014,43617
1021,ALABAMA,CHILTON COUNTY,AL,2015,43751
1021,ALABAMA,CHILTON COUNTY,AL,2016,43693
1021,ALABAMA,CHILTON COUNTY,AL,2017,43854
1021,ALABAMA,CHILTON COUNTY,AL,2018,44085
1021,ALABAMA,CHILTON COUNTY,AL,2019,44084
1021,ALABAMA,CHILTON COUNTY,AL,2020,44313
1023,ALABAMA,CHOCTAW COUNTY,AL,2000,15875
1023,ALABAMA,CHOCTAW COUNTY,AL,2001,15677
1023,ALABAMA,CHOCTAW COUNTY,AL,2002,15367
1023,ALABAMA,CHOCTAW COUNTY,AL,2003,15199
1023,ALABAMA,CHOCTAW COUNTY,AL,2004,14930
1023,ALABAMA,CHOCTAW COUNTY,AL,2005,14545
1023,ALABAMA,CHOCTAW COUNTY,AL,2006,14431
1023,ALABAMA,CHOCTAW COUNTY,AL,2007,14216
1023,ALABAMA,CHOCTAW COUNTY,AL,2008,14114
1023,ALABAMA,CHOCTAW COUNTY,AL,2009,13976
1023,ALABAMA,CHOCTAW COUNTY,AL,2010,13848
1023,ALABAMA,CHOCTAW COUNTY,AL,2011,13608
1023,ALABAMA,CHOCTAW COUNTY,AL,2012,13608
1023,ALABAMA,CHOCTAW COUNTY,AL,2013,13565
1023,ALABAMA,CHOCTAW COUNTY,AL,2014,13401
1023,ALABAMA,CHOCTAW COUNTY,AL,2015,13322
1023,ALABAMA,CHOCTAW COUNTY,AL,2016,13237
1023,ALABAMA,CHOCTAW COUNTY,AL,2017,13049
1023,ALABAMA,CHOCTAW COUNTY,AL,2018,12923
1023,ALABAMA,CHOCTAW COUNTY,AL,2019,12810
1023,ALABAMA,CHOCTAW COUNTY,AL,2020,12577
1025,ALABAMA,CLARKE COUNTY,AL,2000,27819
1025,ALABAMA,CLARKE COUNTY,AL,2001,27624
1025,ALABAMA,CLARKE COUNTY,AL,2002,27267
1025,ALABAMA,CLARKE COUNTY,AL,2003,27090
1025,ALABAMA,CLARKE COUNTY,AL,2004,26958
1025,ALABAMA,CLARKE COUNTY,AL,2005,26764
1025,ALABAMA,CLARKE COUNTY,AL,2006,26755
1025,ALABAMA,CLARKE COUNTY,AL,2007,26436
1025,ALABAMA,CLARKE COUNTY,AL,2008,26283
1025,ALABAMA,CLARKE COUNTY,AL,2009,26038
1025,ALABAMA,CLARKE COUNTY,AL,2010,25767
1025,ALABAMA,CLARKE COUNTY,AL,2011,25589
1025,ALABAMA,CLARKE COUNTY,AL,2012,25589
1025,ALABAMA,CLARKE COUNTY,AL,2013,25161
1025,ALABAMA,CLARKE COUNTY,AL,2014,25131
1025,ALABAMA,CLARKE COUNTY,AL,2015,24873
1025,ALABAMA,CLARKE COUNTY,AL,2016,24711
1025,ALABAMA,CLARKE COUNTY,AL,2017,24342
1025,ALABAMA,CLARKE COUNTY,AL,2018,24083
1025,ALABAMA,CLARKE COUNTY,AL,2019,23965
1025,ALABAMA,CLARKE COUNTY,AL,2020,23651
1027,ALABAMA,CLAY COUNTY,AL,2000,14263
1027,ALABAMA,CLAY COUNTY,AL,2001,14298
1027,ALABAMA,CLAY COUNTY,AL,2002,14257
1027,ALABAMA,CLAY COUNTY,AL,2003,14203
1027,ALABAMA,CLAY COUNTY,AL,2004,14121
1027,ALABAMA,CLAY COUNTY,AL,2005,14077
1027,ALABAMA,CLAY COUNTY,AL,2006,14053
1027,ALABAMA,CLAY COUNTY,AL,2007,14085
1027,ALABAMA,CLAY COUNTY,AL,2008,14161
1027,ALABAMA,CLAY COUNTY,AL,2009,14006
1027,ALABAMA,CLAY COUNTY,AL,2010,13897
1027,ALABAMA,CLAY COUNTY,AL,2011,13687
1027,ALABAMA,CLAY COUNTY,AL,2012,13687
1027,ALABAMA,CLAY COUNTY,AL,2013,13433
1027,ALABAMA,CLAY COUNTY,AL,2014,13406
1027,ALABAMA,CLAY COUNTY,AL,2015,13443
1027,ALABAMA,CLAY COUNTY,AL,2016,13415
1027,ALABAMA,CLAY COUNTY,AL,2017,13393
1027,ALABAMA,CLAY COUNTY,AL,2018,13355
1027,ALABAMA,CLAY COUNTY,AL,2019,13301
1027,ALABAMA,CLAY COUNTY,AL,2020,13265
1029,ALABAMA,CLEBURNE COUNTY,AL,2000,14172
1029,ALABAMA,CLEBURNE COUNTY,AL,2001,14222
1029,ALABAMA,CLEBURNE COUNTY,AL,2002,14416
1029,ALABAMA,CLEBURNE COUNTY,AL,2003,14438
1029,ALABAMA,CLEBURNE COUNTY,AL,2004,14339
1029,ALABAMA,CLEBURNE COUNTY,AL,2005,14368
1029,ALABAMA,CLEBURNE COUNTY,AL,2006,14538
1029,ALABAMA,CLEBURNE COUNTY,AL,2007,14799
1029,ALABAMA,CLEBURNE COUNTY,AL,2008,14874
1029,ALABAMA,CLEBURNE COUNTY,AL,2009,14918
1029,ALABAMA,CLEBURNE COUNTY,AL,2010,15004
1029,ALABAMA,CLEBURNE COUNTY,AL,2011,14928
1029,ALABAMA,CLEBURNE COUNTY,AL,2012,14928
1029,ALABAMA,CLEBURNE COUNTY,AL,2013,14889
1029,ALABAMA,CLEBURNE COUNTY,AL,2014,14974
1029,ALABAMA,CLEBURNE COUNTY,AL,2015,15029
1029,ALABAMA,CLEBURNE COUNTY,AL,2016,14923
1029,ALABAMA,CLEBURNE COUNTY,AL,2017,14871
1029,ALABAMA,CLEBURNE COUNTY,AL,2018,14924
1029,ALABAMA,CLEBURNE COUNTY,AL,2019,15047
1029,ALABAMA,CLEBURNE COUNTY,AL,2020,14952
1031,ALABAMA,COFFEE COUNTY,AL,2000,43580
1031,ALABAMA,COFFEE COUNTY,AL,2001,43716
1031,ALABAMA,COFFEE COUNTY,AL,2002,43930
1031,ALABAMA,COFFEE COUNTY,AL,2003,44315
1031,ALABAMA,COFFEE COUNTY,AL,2004,45053
1031,ALABAMA,COFFEE COUNTY,AL,2005,45604
1031,ALABAMA,COFFEE COUNTY,AL,2006,46228
1031,ALABAMA,COFFEE COUNTY,AL,2007,47458
1031,ALABAMA,COFFEE COUNTY,AL,2008,48516
1031,ALABAMA,COFFEE COUNTY,AL,2009,49440
1031,ALABAMA,COFFEE COUNTY,AL,2010,50204
1031,ALABAMA,COFFEE COUNTY,AL,2011,50449
1031,ALABAMA,COFFEE COUNTY,AL,2012,50449
1031,ALABAMA,COFFEE COUNTY,AL,2013,51159
1031,ALABAMA,COFFEE COUNTY,AL,2014,50709
1031,ALABAMA,COFFEE COUNTY,AL,2015,50693
1031,ALABAMA,COFFEE COUNTY,AL,2016,51004
1031,ALABAMA,COFFEE COUNTY,AL,2017,51281
1031,ALABAMA,COFFEE COUNTY,AL,2018,51943
1031,ALABAMA,COFFEE COUNTY,AL,2019,52097
1031,ALABAMA,COFFEE COUNTY,AL,2020,52639
1033,ALABAMA,COLBERT COUNTY,AL,2000,54997
1033,ALABAMA,COLBERT COUNTY,AL,2001,54793
1033,ALABAMA,COLBERT COUNTY,AL,2002,54536
1033,ALABAMA,COLBERT COUNTY,AL,2003,54279
1033,ALABAMA,COLBERT COUNTY,AL,2004,54380
1033,ALABAMA,COLBERT COUNTY,AL,2005,54359
1033,ALABAMA,COLBERT COUNTY,AL,2006,54413
1033,ALABAMA,COLBERT COUNTY,AL,2007,54486
1033,ALABAMA,COLBERT COUNTY,AL,2008,54473
1033,ALABAMA,COLBERT COUNTY,AL,2009,54426
1033,ALABAMA,COLBERT COUNTY,AL,2010,54527
1033,ALABAMA,COLBERT COUNTY,AL,2011,54545
1033,ALABAMA,COLBERT COUNTY,AL,2012,54545
1033,ALABAMA,COLBERT COUNTY,AL,2013,54578
1033,ALABAMA,COLBERT COUNTY,AL,2014,54544
1033,ALABAMA,COLBERT COUNTY,AL,2015,54484
1033,ALABAMA,COLBERT COUNTY,AL,2016,54439
1033,ALABAMA,COLBERT COUNTY,AL,2017,54483
1033,ALABAMA,COLBERT COUNTY,AL,2018,54682
1033,ALABAMA,COLBERT COUNTY,AL,2019,54970
1033,ALABAMA,COLBERT COUNTY,AL,2020,55241
1035,ALABAMA,CONECUH COUNTY,AL,2000,14035
1035,ALABAMA,CONECUH COUNTY,AL,2001,13940
1035,ALABAMA,CONECUH COUNTY,AL,2002,13793
1035,ALABAMA,CONECUH COUNTY,AL,2003,13585
1035,ALABAMA,CONECUH COUNTY,AL,2004,13430
1035,ALABAMA,CONECUH COUNTY,AL,2005,13421
1035,ALABAMA,CONECUH COUNTY,AL,2006,13603
1035,ALABAMA,CONECUH COUNTY,AL,2007,13441
1035,ALABAMA,CONECUH COUNTY,AL,2008,13388
1035,ALABAMA,CONECUH COUNTY,AL,2009,13274
1035,ALABAMA,CONECUH COUNTY,AL,2010,13234
1035,ALABAMA,CONECUH COUNTY,AL,2011,13194
1035,ALABAMA,CONECUH COUNTY,AL,2012,13194
1035,ALABAMA,CONECUH COUNTY,AL,2013,13043
1035,ALABAMA,CONECUH COUNTY,AL,2014,12908
1035,ALABAMA,CONECUH COUNTY,AL,2015,12674
1035,ALABAMA,CONECUH COUNTY,AL,2016,12677
1035,ALABAMA,CONECUH COUNTY,AL,2017,12495
1035,ALABAMA,CONECUH COUNTY,AL,2018,12431
1035,ALABAMA,CONECUH COUNTY,AL,2019,12264
1035,ALABAMA,CONECUH COUNTY,AL,2020,12055
1037,ALABAMA,COOSA COUNTY,AL,2000,11844
1037,ALABAMA,COOSA COUNTY,AL,2001,11848
1037,ALABAMA,COOSA COUNTY,AL,2002,11740
1037,ALABAMA,COOSA COUNTY,AL,2003,11732
1037,ALABAMA,COOSA COUNTY,AL,2004,11560
1037,ALABAMA,COOSA COUNTY,AL,2005,11467
1037,ALABAMA,COOSA COUNTY,AL,2006,11451
1037,ALABAMA,COOSA COUNTY,AL,2007,11439
1037,ALABAMA,COOSA COUNTY,AL,2008,11493
1037,ALABAMA,COOSA COUNTY,AL,2009,11410
1037,ALABAMA,COOSA COUNTY,AL,2010,11779
1037,ALABAMA,COOSA COUNTY,AL,2011,11483
1037,ALABAMA,COOSA COUNTY,AL,2012,11483
1037,ALABAMA,COOSA COUNTY,AL,2013,11343
1037,ALABAMA,COOSA COUNTY,AL,2014,11252
1037,ALABAMA,COOSA COUNTY,AL,2015,11037
1037,ALABAMA,COOSA COUNTY,AL,2016,10935
1037,ALABAMA,COOSA COUNTY,AL,2017,10812
1037,ALABAMA,COOSA COUNTY,AL,2018,10724
1037,ALABAMA,COOSA COUNTY,AL,2019,10619
1037,ALABAMA,COOSA COUNTY,AL,2020,10677
1039,ALABAMA,COVINGTON COUNTY,AL,2000,37514
1039,ALABAMA,COVINGTON COUNTY,AL,2001,37069
1039,ALABAMA,COVINGTON COUNTY,AL,2002,36901
1039,ALABAMA,COVINGTON COUNTY,AL,2003,36860
1039,ALABAMA,COVINGTON COUNTY,AL,2004,36806
1039,ALABAMA,COVINGTON COUNTY,AL,2005,37204
1039,ALABAMA,COVINGTON COUNTY,AL,2006,37441
1039,ALABAMA,COVINGTON COUNTY,AL,2007,37631
1039,ALABAMA,COVINGTON COUNTY,AL,2008,37545
1039,ALABAMA,COVINGTON COUNTY,AL,2009,37648
1039,ALABAMA,COVINGTON COUNTY,AL,2010,37810
1039,ALABAMA,COVINGTON COUNTY,AL,2011,38023
1039,ALABAMA,COVINGTON COUNTY,AL,2012,38023
1039,ALABAMA,COVINGTON COUNTY,AL,2013,37809
1039,ALABAMA,COVINGTON COUNTY,AL,2014,37820
1039,ALABAMA,COVINGTON COUNTY,AL,2015,37766
1039,ALABAMA,COVINGTON COUNTY,AL,2016,37566
1039,ALABAMA,COVINGTON COUNTY,AL,2017,37400
1039,ALABAMA,COVINGTON COUNTY,AL,2018,37077
1039,ALABAMA,COVINGTON COUNTY,AL,2019,36993
1039,ALABAMA,COVINGTON COUNTY,AL,2020,37082
1041,ALABAMA,CRENSHAW COUNTY,AL,2000,13692
1041,ALABAMA,CRENSHAW COUNTY,AL,2001,13724
1041,ALABAMA,CRENSHAW COUNTY,AL,2002,13635
1041,ALABAMA,CRENSHAW COUNTY,AL,2003,13652
1041,ALABAMA,CRENSHAW COUNTY,AL,2004,13727
1041,ALABAMA,CRENSHAW COUNTY,AL,2005,13699
1041,ALABAMA,CRENSHAW COUNTY,AL,2006,13880
1041,ALABAMA,CRENSHAW COUNTY,AL,2007,13956
1041,ALABAMA,CRENSHAW COUNTY,AL,2008,13922
1041,ALABAMA,CRENSHAW COUNTY,AL,2009,14024
1041,ALABAMA,CRENSHAW COUNTY,AL,2010,13868
1041,ALABAMA,CRENSHAW COUNTY,AL,2011,13894
1041,ALABAMA,CRENSHAW COUNTY,AL,2012,13894
1041,ALABAMA,CRENSHAW COUNTY,AL,2013,13914
1041,ALABAMA,CRENSHAW COUNTY,AL,2014,13847
1041,ALABAMA,CRENSHAW COUNTY,AL,2015,13851
1041,ALABAMA,CRENSHAW COUNTY,AL,2016,13851
1041,ALABAMA,CRENSHAW COUNTY,AL,2017,13911
1041,ALABAMA,CRENSHAW COUNTY,AL,2018,13871
1041,ALABAMA,CRENSHAW COUNTY,AL,2019,13855
1041,ALABAMA,CRENSHAW COUNTY,AL,2020,13811
1043,ALABAMA,CULLMAN COUNTY,AL,2000,77473
1043,ALABAMA,CULLMAN COUNTY,AL,2001,77415
1043,ALABAMA,CULLMAN COUNTY,AL,2002,77443
1043,ALABAMA,CULLMAN COUNTY,AL,2003,77657
1043,ALABAMA,CULLMAN COUNTY,AL,2004,78131
1043,ALABAMA,CULLMAN COUNTY,AL,2005,78692
1043,ALABAMA,CULLMAN COUNTY,AL,2006,79044
1043,ALABAMA,CULLMAN COUNTY,AL,2007,79576
1043,ALABAMA,CULLMAN COUNTY,AL,2008,80273
1043,ALABAMA,CULLMAN COUNTY,AL,2009,80351
1043,ALABAMA,CULLMAN COUNTY,AL,2010,80456
1043,ALABAMA,CULLMAN COUNTY,AL,2011,80419
1043,ALABAMA,CULLMAN COUNTY,AL,2012,80419
