COUNTY CODE,STATE_NAME,COUNTY,STATE,YEAR,POPULATION
31181,NEBRASKA,WEBSTER COUNTY,NE,2012,3756
31181,NEBRASKA,WEBSTER COUNTY,NE,2013,3734
31181,NEBRASKA,WEBSTER COUNTY,NE,2014,3644
31181,NEBRASKA,WEBSTER COUNTY,NE,2015,3645
31181,NEBRASKA,WEBSTER COUNTY,NE,2016,3594
31181,NEBRASKA,WEBSTER COUNTY,NE,2017,3575
31181,NEBRASKA,WEBSTER COUNTY,NE,2018,3508
31181,NEBRASKA,WEBSTER COUNTY,NE,2019,3517
31181,NEBRASKA,WEBSTER COUNTY,NE,2020,3465
31183,NEBRASKA,WHEELER COUNTY,NE,2000,885
31183,NEBRASKA,WHEELER COUNTY,NE,2001,858
31183,NEBRASKA,WHEELER COUNTY,NE,2002,837
31183,NEBRASKA,WHEELER COUNTY,NE,2003,815
31183,NEBRASKA,WHEELER COUNTY,NE,2004,811
31183,NEBRASKA,WHEELER COUNTY,NE,2005,832
31183,NEBRASKA,WHEELER COUNTY,NE,2006,826
31183,NEBRASKA,WHEELER COUNTY,NE,2007,837
31183,NEBRASKA,WHEELER COUNTY,NE,2008,831
31183,NEBRASKA,WHEELER COUNTY,NE,2009,809
31183,NEBRASKA,WHEELER COUNTY,NE,2010,825
31183,NEBRASKA,WHEELER COUNTY,NE,2011,815
31183,NEBRASKA,WHEELER COUNTY,NE,2012,815
31183,NEBRASKA,WHEELER COUNTY,NE,2013,797
31183,NEBRASKA,WHEELER COUNTY,NE,2014,779
31183,NEBRASKA,WHEELER COUNTY,NE,2015,786
31183,NEBRASKA,WHEELER COUNTY,NE,2016,779
31183,NEBRASKA,WHEELER COUNTY,NE,2017,803
31183,NEBRASKA,WHEELER COUNTY,NE,2018,814
31183,NEBRASKA,WHEELER COUNTY,NE,2019,795
31183,NEBRASKA,WHEELER COUNTY,NE,2020,780
31185,NEBRASKA,YORK COUNTY,NE,2000,14553
31185,NEBRASKA,YORK COUNTY,NE,2001,14438
31185,NEBRASKA,YORK COUNTY,NE,2002,14230
31185,NEBRASKA,YORK COUNTY,NE,2003,14175
31185,NEBRASKA,YORK COUNTY,NE,2004,13952
31185,NEBRASKA,YORK COUNTY,NE,2005,14021
31185,NEBRASKA,YORK COUNTY,NE,2006,14130
31185,NEBRASKA,YORK COUNTY,NE,2007,14078
31185,NEBRASKA,YORK COUNTY,NE,2008,13881
31185,NEBRASKA,YORK COUNTY,NE,2009,13689
31185,NEBRASKA,YORK COUNTY,NE,2010,13669
31185,NEBRASKA,YORK COUNTY,NE,2011,13787
31185,NEBRASKA,YORK COUNTY,NE,2012,13787
31185,NEBRASKA,YORK COUNTY,NE,2013,13839
31185,NEBRASKA,YORK COUNTY,NE,2014,13856
31185,NEBRASKA,YORK COUNTY,NE,2015,13922
31185,NEBRASKA,YORK COUNTY,NE,2016,13804
31185,NEBRASKA,YORK COUNTY,NE,2017,13741
31185,NEBRASKA,YORK COUNTY,NE,2018,13764
31185,NEBRASKA,YORK COUNTY,NE,2019,13726
31185,NEBRASKA,YORK COUNTY,NE,2020,13612
32510,NEVADA,CARSON CITY,NV,2000,52568
32510,NEVADA,CARSON CITY,NV,2001,53472
32510,NEVADA,CARSON CITY,NV,2002,54503
32510,NEVADA,CARSON CITY,NV,2003,55234
32510,NEVADA,CARSON CITY,NV,2004,55995
32510,NEVADA,CARSON CITY,NV,2005,55982
32510,NEVADA,CARSON CITY,NV,2006,55410
32510,NEVADA,CARSON CITY,NV,2007,55288
32510,NEVADA,CARSON CITY,NV,2008,55552
32510,NEVADA,CARSON CITY,NV,2009,55401
32510,NEVADA,CARSON CITY,NV,2010,54983
32510,NEVADA,CARSON CITY,NV,2011,54687
32510,NEVADA,CARSON CITY,NV,2012,54687
32510,NEVADA,CARSON CITY,NV,2013,54330
32510,NEVADA,CARSON CITY,NV,2014,53746
32510,NEVADA,CARSON CITY,NV,2015,54112
32510,NEVADA,CARSON CITY,NV,2016,54152
32510,NEVADA,CARSON CITY,NV,2017,54323
32510,NEVADA,CARSON CITY,NV,2018,54684
32510,NEVADA,CARSON CITY,NV,2019,55287
32510,NEVADA,CARSON CITY,NV,2020,55894
32001,NEVADA,CHURCHILL COUNTY,NV,2000,24024
32001,NEVADA,CHURCHILL COUNTY,NV,2001,24342
32001,NEVADA,CHURCHILL COUNTY,NV,2002,24155
32001,NEVADA,CHURCHILL COUNTY,NV,2003,24026
32001,NEVADA,CHURCHILL COUNTY,NV,2004,24226
32001,NEVADA,CHURCHILL COUNTY,NV,2005,24593
32001,NEVADA,CHURCHILL COUNTY,NV,2006,24842
32001,NEVADA,CHURCHILL COUNTY,NV,2007,24961
32001,NEVADA,CHURCHILL COUNTY,NV,2008,25049
32001,NEVADA,CHURCHILL COUNTY,NV,2009,25067
32001,NEVADA,CHURCHILL COUNTY,NV,2010,24816
32001,NEVADA,CHURCHILL COUNTY,NV,2011,24607
32001,NEVADA,CHURCHILL COUNTY,NV,2012,24607
32001,NEVADA,CHURCHILL COUNTY,NV,2013,24267
32001,NEVADA,CHURCHILL COUNTY,NV,2014,23956
32001,NEVADA,CHURCHILL COUNTY,NV,2015,23864
32001,NEVADA,CHURCHILL COUNTY,NV,2016,24006
32001,NEVADA,CHURCHILL COUNTY,NV,2017,23957
32001,NEVADA,CHURCHILL COUNTY,NV,2018,24088
32001,NEVADA,CHURCHILL COUNTY,NV,2019,24574
32001,NEVADA,CHURCHILL COUNTY,NV,2020,25048
32003,NEVADA,CLARK COUNTY,NV,2000,1393909
32003,NEVADA,CLARK COUNTY,NV,2001,1460500
32003,NEVADA,CLARK COUNTY,NV,2002,1522962
32003,NEVADA,CLARK COUNTY,NV,2003,1584166
32003,NEVADA,CLARK COUNTY,NV,2004,1662773
32003,NEVADA,CLARK COUNTY,NV,2005,1729522
32003,NEVADA,CLARK COUNTY,NV,2006,1803774
32003,NEVADA,CLARK COUNTY,NV,2007,1867817
32003,NEVADA,CLARK COUNTY,NV,2008,1912349
32003,NEVADA,CLARK COUNTY,NV,2009,1939407
32003,NEVADA,CLARK COUNTY,NV,2010,1952640
32003,NEVADA,CLARK COUNTY,NV,2011,1962162
32003,NEVADA,CLARK COUNTY,NV,2012,1962162
32003,NEVADA,CLARK COUNTY,NV,2013,1989644
32003,NEVADA,CLARK COUNTY,NV,2014,2017798
32003,NEVADA,CLARK COUNTY,NV,2015,2053929
32003,NEVADA,CLARK COUNTY,NV,2016,2097832
32003,NEVADA,CLARK COUNTY,NV,2017,2140240
32003,NEVADA,CLARK COUNTY,NV,2018,2183273
32003,NEVADA,CLARK COUNTY,NV,2019,2228970
32003,NEVADA,CLARK COUNTY,NV,2020,2275884
32005,NEVADA,DOUGLAS COUNTY,NV,2000,41443
32005,NEVADA,DOUGLAS COUNTY,NV,2001,42327
32005,NEVADA,DOUGLAS COUNTY,NV,2002,43436
32005,NEVADA,DOUGLAS COUNTY,NV,2003,44524
32005,NEVADA,DOUGLAS COUNTY,NV,2004,46388
32005,NEVADA,DOUGLAS COUNTY,NV,2005,46731
32005,NEVADA,DOUGLAS COUNTY,NV,2006,46855
32005,NEVADA,DOUGLAS COUNTY,NV,2007,47166
32005,NEVADA,DOUGLAS COUNTY,NV,2008,47270
32005,NEVADA,DOUGLAS COUNTY,NV,2009,46965
32005,NEVADA,DOUGLAS COUNTY,NV,2010,47037
32005,NEVADA,DOUGLAS COUNTY,NV,2011,46982
32005,NEVADA,DOUGLAS COUNTY,NV,2012,46982
32005,NEVADA,DOUGLAS COUNTY,NV,2013,46930
32005,NEVADA,DOUGLAS COUNTY,NV,2014,46956
32005,NEVADA,DOUGLAS COUNTY,NV,2015,47406
32005,NEVADA,DOUGLAS COUNTY,NV,2016,47422
32005,NEVADA,DOUGLAS COUNTY,NV,2017,47805
32005,NEVADA,DOUGLAS COUNTY,NV,2018,48014
32005,NEVADA,DOUGLAS COUNTY,NV,2019,48527
32005,NEVADA,DOUGLAS COUNTY,NV,2020,48998
32007,NEVADA,ELKO COUNTY,NV,2000,45233
32007,NEVADA,ELKO COUNTY,NV,2001,45063
32007,NEVADA,ELKO COUNTY,NV,2002,44173
32007,NEVADA,ELKO COUNTY,NV,2003,43693
32007,NEVADA,ELKO COUNTY,NV,2004,43830
32007,NEVADA,ELKO COUNTY,NV,2005,44760
32007,NEVADA,ELKO COUNTY,NV,2006,46108
32007,NEVADA,ELKO COUNTY,NV,2007,47423
32007,NEVADA,ELKO COUNTY,NV,2008,47634
32007,NEVADA,ELKO COUNTY,NV,2009,48445
32007,NEVADA,ELKO COUNTY,NV,2010,49093
32007,NEVADA,ELKO COUNTY,NV,2011,49463
32007,NEVADA,ELKO COUNTY,NV,2012,49463
32007,NEVADA,ELKO COUNTY,NV,2013,50998
32007,NEVADA,ELKO COUNTY,NV,2014,52378
32007,NEVADA,ELKO COUNTY,NV,2015,52616
32007,NEVADA,ELKO COUNTY,NV,2016,51756
32007,NEVADA,ELKO COUNTY,NV,2017,52022
32007,NEVADA,ELKO COUNTY,NV,2018,52307
32007,NEVADA,ELKO COUNTY,NV,2019,52470
32007,NEVADA,ELKO COUNTY,NV,2020,52880
32009,NEVADA,ESMERALDA COUNTY,NV,2000,978
32009,NEVADA,ESMERALDA COUNTY,NV,2001,966
32009,NEVADA,ESMERALDA COUNTY,NV,2002,926
32009,NEVADA,ESMERALDA COUNTY,NV,2003,885
32009,NEVADA,ESMERALDA COUNTY,NV,2004,879
32009,NEVADA,ESMERALDA COUNTY,NV,2005,886
32009,NEVADA,ESMERALDA COUNTY,NV,2006,883
32009,NEVADA,ESMERALDA COUNTY,NV,2007,829
32009,NEVADA,ESMERALDA COUNTY,NV,2008,820
32009,NEVADA,ESMERALDA COUNTY,NV,2009,806
32009,NEVADA,ESMERALDA COUNTY,NV,2010,783
32009,NEVADA,ESMERALDA COUNTY,NV,2011,770
32009,NEVADA,ESMERALDA COUNTY,NV,2012,770
32009,NEVADA,ESMERALDA COUNTY,NV,2013,791
32009,NEVADA,ESMERALDA COUNTY,NV,2014,847
32009,NEVADA,ESMERALDA COUNTY,NV,2015,834
32009,NEVADA,ESMERALDA COUNTY,NV,2016,847
32009,NEVADA,ESMERALDA COUNTY,NV,2017,839
32009,NEVADA,ESMERALDA COUNTY,NV,2018,858
32009,NEVADA,ESMERALDA COUNTY,NV,2019,827
32009,NEVADA,ESMERALDA COUNTY,NV,2020,870
32011,NEVADA,EUREKA COUNTY,NV,2000,1632
32011,NEVADA,EUREKA COUNTY,NV,2001,1641
32011,NEVADA,EUREKA COUNTY,NV,2002,1629
32011,NEVADA,EUREKA COUNTY,NV,2003,1505
32011,NEVADA,EUREKA COUNTY,NV,2004,1470
32011,NEVADA,EUREKA COUNTY,NV,2005,1467
32011,NEVADA,EUREKA COUNTY,NV,2006,1579
32011,NEVADA,EUREKA COUNTY,NV,2007,1683
32011,NEVADA,EUREKA COUNTY,NV,2008,1778
32011,NEVADA,EUREKA COUNTY,NV,2009,1926
32011,NEVADA,EUREKA COUNTY,NV,2010,1990
32011,NEVADA,EUREKA COUNTY,NV,2011,1977
32011,NEVADA,EUREKA COUNTY,NV,2012,1977
32011,NEVADA,EUREKA COUNTY,NV,2013,1991
32011,NEVADA,EUREKA COUNTY,NV,2014,2050
32011,NEVADA,EUREKA COUNTY,NV,2015,1994
32011,NEVADA,EUREKA COUNTY,NV,2016,2040
32011,NEVADA,EUREKA COUNTY,NV,2017,1943
32011,NEVADA,EUREKA COUNTY,NV,2018,1959
32011,NEVADA,EUREKA COUNTY,NV,2019,2019
32011,NEVADA,EUREKA COUNTY,NV,2020,2078
32013,NEVADA,HUMBOLDT COUNTY,NV,2000,15868
32013,NEVADA,HUMBOLDT COUNTY,NV,2001,15211
32013,NEVADA,HUMBOLDT COUNTY,NV,2002,14776
32013,NEVADA,HUMBOLDT COUNTY,NV,2003,14630
32013,NEVADA,HUMBOLDT COUNTY,NV,2004,14912
32013,NEVADA,HUMBOLDT COUNTY,NV,2005,15046
32013,NEVADA,HUMBOLDT COUNTY,NV,2006,15420
32013,NEVADA,HUMBOLDT COUNTY,NV,2007,15658
32013,NEVADA,HUMBOLDT COUNTY,NV,2008,15958
32013,NEVADA,HUMBOLDT COUNTY,NV,2009,16290
32013,NEVADA,HUMBOLDT COUNTY,NV,2010,16580
32013,NEVADA,HUMBOLDT COUNTY,NV,2011,16640
32013,NEVADA,HUMBOLDT COUNTY,NV,2012,16640
32013,NEVADA,HUMBOLDT COUNTY,NV,2013,17078
32013,NEVADA,HUMBOLDT COUNTY,NV,2014,17365
32013,NEVADA,HUMBOLDT COUNTY,NV,2015,17230
32013,NEVADA,HUMBOLDT COUNTY,NV,2016,17033
32013,NEVADA,HUMBOLDT COUNTY,NV,2017,16814
32013,NEVADA,HUMBOLDT COUNTY,NV,2018,16734
32013,NEVADA,HUMBOLDT COUNTY,NV,2019,16778
32013,NEVADA,HUMBOLDT COUNTY,NV,2020,16884
32015,NEVADA,LANDER COUNTY,NV,2000,5702
32015,NEVADA,LANDER COUNTY,NV,2001,5450
32015,NEVADA,LANDER COUNTY,NV,2002,5180
32015,NEVADA,LANDER COUNTY,NV,2003,5017
32015,NEVADA,LANDER COUNTY,NV,2004,5086
32015,NEVADA,LANDER COUNTY,NV,2005,5117
32015,NEVADA,LANDER COUNTY,NV,2006,5307
32015,NEVADA,LANDER COUNTY,NV,2007,5439
32015,NEVADA,LANDER COUNTY,NV,2008,5521
32015,NEVADA,LANDER COUNTY,NV,2009,5660
32015,NEVADA,LANDER COUNTY,NV,2010,5795
32015,NEVADA,LANDER COUNTY,NV,2011,5840
32015,NEVADA,LANDER COUNTY,NV,2012,5840
32015,NEVADA,LANDER COUNTY,NV,2013,5922
32015,NEVADA,LANDER COUNTY,NV,2014,6064
32015,NEVADA,LANDER COUNTY,NV,2015,5980
32015,NEVADA,LANDER COUNTY,NV,2016,5885
32015,NEVADA,LANDER COUNTY,NV,2017,5700
32015,NEVADA,LANDER COUNTY,NV,2018,5584
32015,NEVADA,LANDER COUNTY,NV,2019,5512
32015,NEVADA,LANDER COUNTY,NV,2020,5516
32017,NEVADA,LINCOLN COUNTY,NV,2000,4179
32017,NEVADA,LINCOLN COUNTY,NV,2001,4194
32017,NEVADA,LINCOLN COUNTY,NV,2002,4294
32017,NEVADA,LINCOLN COUNTY,NV,2003,4366
32017,NEVADA,LINCOLN COUNTY,NV,2004,4401
32017,NEVADA,LINCOLN COUNTY,NV,2005,4612
32017,NEVADA,LINCOLN COUNTY,NV,2006,4729
32017,NEVADA,LINCOLN COUNTY,NV,2007,4859
32017,NEVADA,LINCOLN COUNTY,NV,2008,5106
32017,NEVADA,LINCOLN COUNTY,NV,2009,5246
32017,NEVADA,LINCOLN COUNTY,NV,2010,5351
32017,NEVADA,LINCOLN COUNTY,NV,2011,5269
32017,NEVADA,LINCOLN COUNTY,NV,2012,5269
32017,NEVADA,LINCOLN COUNTY,NV,2013,5369
32017,NEVADA,LINCOLN COUNTY,NV,2014,5268
32017,NEVADA,LINCOLN COUNTY,NV,2015,5201
32017,NEVADA,LINCOLN COUNTY,NV,2016,5135
32017,NEVADA,LINCOLN COUNTY,NV,2017,5143
32017,NEVADA,LINCOLN COUNTY,NV,2018,5179
32017,NEVADA,LINCOLN COUNTY,NV,2019,5225
32017,NEVADA,LINCOLN COUNTY,NV,2020,5179
32019,NEVADA,LYON COUNTY,NV,2000,34809
32019,NEVADA,LYON COUNTY,NV,2001,36012
32019,NEVADA,LYON COUNTY,NV,2002,37573
32019,NEVADA,LYON COUNTY,NV,2003,39646
32019,NEVADA,LYON COUNTY,NV,2004,42534
32019,NEVADA,LYON COUNTY,NV,2005,46228
32019,NEVADA,LYON COUNTY,NV,2006,49827
32019,NEVADA,LYON COUNTY,NV,2007,51725
32019,NEVADA,LYON COUNTY,NV,2008,52156
32019,NEVADA,LYON COUNTY,NV,2009,51819
32019,NEVADA,LYON COUNTY,NV,2010,52049
32019,NEVADA,LYON COUNTY,NV,2011,51393
32019,NEVADA,LYON COUNTY,NV,2012,51393
32019,NEVADA,LYON COUNTY,NV,2013,50981
32019,NEVADA,LYON COUNTY,NV,2014,51114
32019,NEVADA,LYON COUNTY,NV,2015,51359
32019,NEVADA,LYON COUNTY,NV,2016,51999
32019,NEVADA,LYON COUNTY,NV,2017,52770
32019,NEVADA,LYON COUNTY,NV,2018,53945
32019,NEVADA,LYON COUNTY,NV,2019,55800
32019,NEVADA,LYON COUNTY,NV,2020,57499
32021,NEVADA,MINERAL COUNTY,NV,2000,4999
32021,NEVADA,MINERAL COUNTY,NV,2001,4852
32021,NEVADA,MINERAL COUNTY,NV,2002,4716
32021,NEVADA,MINERAL COUNTY,NV,2003,4750
32021,NEVADA,MINERAL COUNTY,NV,2004,4892
32021,NEVADA,MINERAL COUNTY,NV,2005,4880
32021,NEVADA,MINERAL COUNTY,NV,2006,4864
32021,NEVADA,MINERAL COUNTY,NV,2007,4880
32021,NEVADA,MINERAL COUNTY,NV,2008,4781
32021,NEVADA,MINERAL COUNTY,NV,2009,4769
32021,NEVADA,MINERAL COUNTY,NV,2010,4791
32021,NEVADA,MINERAL COUNTY,NV,2011,4634
32021,NEVADA,MINERAL COUNTY,NV,2012,4634
32021,NEVADA,MINERAL COUNTY,NV,2013,4663
32021,NEVADA,MINERAL COUNTY,NV,2014,4561
32021,NEVADA,MINERAL COUNTY,NV,2015,4473
32021,NEVADA,MINERAL COUNTY,NV,2016,4423
32021,NEVADA,MINERAL COUNTY,NV,2017,4382
32021,NEVADA,MINERAL COUNTY,NV,2018,4458
32021,NEVADA,MINERAL COUNTY,NV,2019,4560
32021,NEVADA,MINERAL COUNTY,NV,2020,4516
32023,NEVADA,NYE COUNTY,NV,2000,32914
32023,NEVADA,NYE COUNTY,NV,2001,33684
32023,NEVADA,NYE COUNTY,NV,2002,34433
32023,NEVADA,NYE COUNTY,NV,2003,35525
32023,NEVADA,NYE COUNTY,NV,2004,37287
32023,NEVADA,NYE COUNTY,NV,2005,40027
32023,NEVADA,NYE COUNTY,NV,2006,42530
32023,NEVADA,NYE COUNTY,NV,2007,44279
32023,NEVADA,NYE COUNTY,NV,2008,44367
32023,NEVADA,NYE COUNTY,NV,2009,44446
32023,NEVADA,NYE COUNTY,NV,2010,43848
32023,NEVADA,NYE COUNTY,NV,2011,43981
32023,NEVADA,NYE COUNTY,NV,2012,43981
32023,NEVADA,NYE COUNTY,NV,2013,43604
32023,NEVADA,NYE COUNTY,NV,2014,42905
32023,NEVADA,NYE COUNTY,NV,2015,42877
32023,NEVADA,NYE COUNTY,NV,2016,43008
32023,NEVADA,NYE COUNTY,NV,2017,43295
32023,NEVADA,NYE COUNTY,NV,2018,44046
32023,NEVADA,NYE COUNTY,NV,2019,45328
32023,NEVADA,NYE COUNTY,NV,2020,46845
32027,NEVADA,PERSHING COUNTY,NV,2000,6672
32027,NEVADA,PERSHING COUNTY,NV,2001,6597
32027,NEVADA,PERSHING COUNTY,NV,2002,6636
32027,NEVADA,PERSHING COUNTY,NV,2003,6519
32027,NEVADA,PERSHING COUNTY,NV,2004,6533
32027,NEVADA,PERSHING COUNTY,NV,2005,6580
32027,NEVADA,PERSHING COUNTY,NV,2006,6653
32027,NEVADA,PERSHING COUNTY,NV,2007,6715
32027,NEVADA,PERSHING COUNTY,NV,2008,6665
32027,NEVADA,PERSHING COUNTY,NV,2009,6731
32027,NEVADA,PERSHING COUNTY,NV,2010,6734
32027,NEVADA,PERSHING COUNTY,NV,2011,6609
32027,NEVADA,PERSHING COUNTY,NV,2012,6609
32027,NEVADA,PERSHING COUNTY,NV,2013,6752
32027,NEVADA,PERSHING COUNTY,NV,2014,6846
32027,NEVADA,PERSHING COUNTY,NV,2015,6703
32027,NEVADA,PERSHING COUNTY,NV,2016,6620
32027,NEVADA,PERSHING COUNTY,NV,2017,6582
32027,NEVADA,PERSHING COUNTY,NV,2018,6475
32027,NEVADA,PERSHING COUNTY,NV,2019,6696
32027,NEVADA,PERSHING COUNTY,NV,2020,6628
32029,NEVADA,STOREY COUNTY,NV,2000,3393
32029,NEVADA,STOREY COUNTY,NV,2001,3382
32029,NEVADA,STOREY COUNTY,NV,2002,3332
32029,NEVADA,STOREY COUNTY,NV,2003,3411
32029,NEVADA,STOREY COUNTY,NV,2004,3531
32029,NEVADA,STOREY COUNTY,NV,2005,3830
32029,NEVADA,STOREY COUNTY,NV,2006,3913
32029,NEVADA,STOREY COUNTY,NV,2007,4000
32029,NEVADA,STOREY COUNTY,NV,2008,4099
32029,NEVADA,STOREY COUNTY,NV,2009,4065
32029,NEVADA,STOREY COUNTY,NV,2010,3997
32029,NEVADA,STOREY COUNTY,NV,2011,3905
32029,NEVADA,STOREY COUNTY,NV,2012,3905
32029,NEVADA,STOREY COUNTY,NV,2013,3838
32029,NEVADA,STOREY COUNTY,NV,2014,3795
32029,NEVADA,STOREY COUNTY,NV,2015,3801
32029,NEVADA,STOREY COUNTY,NV,2016,3881
32029,NEVADA,STOREY COUNTY,NV,2017,4004
32029,NEVADA,STOREY COUNTY,NV,2018,4001
32029,NEVADA,STOREY COUNTY,NV,2019,4027
32029,NEVADA,STOREY COUNTY,NV,2020,4193
32031,NEVADA,WASHOE COUNTY,NV,2000,341389
32031,NEVADA,WASHOE COUNTY,NV,2001,351959
32031,NEVADA,WASHOE COUNTY,NV,2002,362374
32031,NEVADA,WASHOE COUNTY,NV,2003,372302
32031,NEVADA,WASHOE COUNTY,NV,2004,382777
32031,NEVADA,WASHOE COUNTY,NV,2005,392716
32031,NEVADA,WASHOE COUNTY,NV,2006,400453
32031,NEVADA,WASHOE COUNTY,NV,2007,408724
32031,NEVADA,WASHOE COUNTY,NV,2008,414793
32031,NEVADA,WASHOE COUNTY,NV,2009,417722
32031,NEVADA,WASHOE COUNTY,NV,2010,421969
32031,NEVADA,WASHOE COUNTY,NV,2011,424066
32031,NEVADA,WASHOE COUNTY,NV,2012,424066
32031,NEVADA,WASHOE COUNTY,NV,2013,427490
32031,NEVADA,WASHOE COUNTY,NV,2014,431255
32031,NEVADA,WASHOE COUNTY,NV,2015,436515
32031,NEVADA,WASHOE COUNTY,NV,2016,442617
32031,NEVADA,WASHOE COUNTY,NV,2017,449990
32031,NEVADA,WASHOE COUNTY,NV,2018,456864
32031,NEVADA,WASHOE COUNTY,NV,2019,464593
32031,NEVADA,WASHOE COUNTY,NV,2020,472381
32033,NEVADA,WHITE PINE COUNTY,NV,2000,9029
32033,NEVADA,WHITE PINE COUNTY,NV,2001,8747
32033,NEVADA,WHITE PINE COUNTY,NV,2002,8693
32033,NEVADA,WHITE PINE COUNTY,NV,2003,8651
32033,NEVADA,WHITE PINE COUNTY,NV,2004,8708
32033,NEVADA,WHITE PINE COUNTY,NV,2005,9166
32033,NEVADA,WHITE PINE COUNTY,NV,2006,9511
32033,NEVADA,WHITE PINE COUNTY,NV,2007,9626
32033,NEVADA,WHITE PINE COUNTY,NV,2008,9732
32033,NEVADA,WHITE PINE COUNTY,NV,2009,9900
32033,NEVADA,WHITE PINE COUNTY,NV,2010,10027
32033,NEVADA,WHITE PINE COUNTY,NV,2011,10129
32033,NEVADA,WHITE PINE COUNTY,NV,2012,10129
32033,NEVADA,WHITE PINE COUNTY,NV,2013,10022
32033,NEVADA,WHITE PINE COUNTY,NV,2014,10052
32033,NEVADA,WHITE PINE COUNTY,NV,2015,10041
32033,NEVADA,WHITE PINE COUNTY,NV,2016,9875
32033,NEVADA,WHITE PINE COUNTY,NV,2017,9746
32033,NEVADA,WHITE PINE COUNTY,NV,2018,9628
32033,NEVADA,WHITE PINE COUNTY,NV,2019,9532
32033,NEVADA,WHITE PINE COUNTY,NV,2020,9478
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2000,56473
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2001,57597
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2002,58609
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2003,59497
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2004,60170
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2005,60287
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2006,60105
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2007,60109
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2008,60239
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2009,60171
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2010,60101
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2011,60339
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2012,60339
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2013,60450
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2014,60257
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2015,60313
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2016,60408
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2017,60774
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2018,60907
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2019,61242
33001,NEW HAMPSHIRE,BELKNAP COUNTY,NH,2020,61398
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2000,43907
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2001,44200
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2002,45074
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2003,45697
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2004,46496
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2005,46652
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2006,47421
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2007,47829
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2008,48013
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2009,47763
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2010,47834
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2011,47691
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2012,47691
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2013,47716
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2014,47548
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2015,47470
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2016,47442
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2017,47527
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2018,48176
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2019,48690
33003,NEW HAMPSHIRE,CARROLL COUNTY,NH,2020,48745
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2000,73953
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2001,74372
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2002,75047
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2003,76135
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2004,76709
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2005,77061
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2006,77658
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2007,77745
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2008,77472
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2009,77302
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2010,77063
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2011,76965
33005,NEW HAMPSHIRE,CHESHIRE COUNTY,NH,2012,76965
